email,hidden_ability,language,name,persona,preferred_paper_type,strong_chapter_ids,student_code,synthetic_student_index,target_grade,target_score,user_id,weak_chapter_ids
synthetic.student0140@mathsy.synthetic,0.8609,bm,Synthetic Student 140 (A Level),High Achiever,kertas1,"[7, 15]",STU-SYN0140,140,A,86.45,14902,"[4, 3, 17, 14, 10]"
synthetic.student0141@mathsy.synthetic,0.5797,english,Synthetic Student 141 (C Level),Weekend Learner,kertas2,"[8, 11, 15, 2]",STU-SYN0141,141,C,51.13,14903,"[7, 10, 14, 6]"
synthetic.student0142@mathsy.synthetic,0.9365,english,Synthetic Student 142 (A+ Level),High Achiever,mixed,"[11, 14, 2]",STU-SYN0142,142,A+,94.96,14904,"[3, 7, 17, 12, 4]"
synthetic.student0143@mathsy.synthetic,0.4593,english,Synthetic Student 143 (G Level),Fresh Starter,kertas1,"[7, 3, 13, 2]",STU-SYN0143,143,G,33.76,14905,"[1, 16]"
synthetic.student0144@mathsy.synthetic,0.6424,english,Synthetic Student 144 (B Level),Deep Focus Learner,kertas2,"[16, 5]",STU-SYN0144,144,B,61.25,14906,"[9, 17, 8, 4]"
synthetic.student0145@mathsy.synthetic,0.5004,bm,Synthetic Student 145 (E Level),Flexible Learner,kertas1,"[8, 11, 17, 13]",STU-SYN0145,145,E,43.81,14907,"[16, 6, 10, 7, 9]"
synthetic.student0146@mathsy.synthetic,0.7358,bm,Synthetic Student 146 (B+ Level),Flexible Learner,kertas1,"[6, 2, 15, 9]",STU-SYN0146,146,B+,69.99,14908,"[11, 3, 7, 17]"
synthetic.student0147@mathsy.synthetic,0.3229,english,Synthetic Student 147 (G Level),Fresh Starter,mixed,"[12, 15, 10]",STU-SYN0147,147,G,25,14909,"[18, 8, 11, 3, 14]"
synthetic.student0148@mathsy.synthetic,0.6529,english,Synthetic Student 148 (B+ Level),Flexible Learner,mixed,"[12, 5, 1]",STU-SYN0148,148,B+,65.19,14910,"[8, 15]"
synthetic.student0149@mathsy.synthetic,0.5832,bm,Synthetic Student 149 (C+ Level),Flexible Learner,mixed,"[7, 11, 12]",STU-SYN0149,149,C+,55.36,14911,"[6, 9, 17, 4]"
synthetic.student0150@mathsy.synthetic,0.8115,english,Synthetic Student 150 (A Level),High Achiever,mixed,"[8, 12, 1, 16]",STU-SYN0150,150,A,84.27,14912,"[7, 6, 11]"
synthetic.student0151@mathsy.synthetic,0.531,bm,Synthetic Student 151 (D Level),Flexible Learner,mixed,"[6, 14]",STU-SYN0151,151,D,49.37,14913,"[13, 8, 5, 17]"
synthetic.student0152@mathsy.synthetic,0.692,english,Synthetic Student 152 (B+ Level),Deep Focus Learner,kertas2,"[7, 11, 12]",STU-SYN0152,152,B+,66.76,14914,"[17, 3, 18]"
synthetic.student0153@mathsy.synthetic,0.6282,english,Synthetic Student 153 (C+ Level),Deep Focus Learner,kertas1,"[6, 10, 14, 5]",STU-SYN0153,153,C+,59.34,14915,"[15, 7, 17, 11]"
synthetic.student0154@mathsy.synthetic,0.7441,english,Synthetic Student 154 (A- Level),Deep Focus Learner,kertas1,"[18, 6]",STU-SYN0154,154,A-,70.02,14916,"[17, 1, 11, 12]"
synthetic.student0155@mathsy.synthetic,0.4946,english,Synthetic Student 155 (G Level),Fresh Starter,mixed,"[5, 9, 4, 16]",STU-SYN0155,155,G,32.24,14917,"[13, 10, 3, 8, 7]"
synthetic.student0156@mathsy.synthetic,0.4623,bm,Synthetic Student 156 (E Level),Flexible Learner,mixed,"[6, 14, 1, 2]",STU-SYN0156,156,E,41.98,14918,"[10, 18, 15, 5, 7]"
synthetic.student0157@mathsy.synthetic,0.6272,english,Synthetic Student 157 (C+ Level),Flexible Learner,kertas2,"[4, 3, 1, 10]",STU-SYN0157,157,C+,59.2,14919,"[15, 9, 14]"
synthetic.student0158@mathsy.synthetic,0.4833,english,Synthetic Student 158 (D Level),Weekend Learner,kertas2,"[5, 17, 7, 6]",STU-SYN0158,158,D,45.11,14920,"[14, 9, 8, 10]"
synthetic.student0159@mathsy.synthetic,0.4726,bm,Synthetic Student 159 (E Level),Weekend Learner,kertas2,"[16, 13]",STU-SYN0159,159,E,41.29,14921,"[12, 11, 14, 1, 7]"
synthetic.student0160@mathsy.synthetic,0.4683,bm,Synthetic Student 160 (E Level),Flexible Learner,kertas1,"[6, 11, 16]",STU-SYN0160,160,E,44.85,14922,"[5, 12, 13]"
synthetic.student0161@mathsy.synthetic,0.5742,english,Synthetic Student 161 (C Level),Flexible Learner,kertas1,"[7, 2, 5, 15]",STU-SYN0161,161,C,52.17,14923,"[4, 8, 14, 3, 16]"
synthetic.student0162@mathsy.synthetic,0.448,bm,Synthetic Student 162 (G Level),Weekend Learner,mixed,"[18, 17, 13]",STU-SYN0162,162,G,37.7,14924,"[9, 1, 12, 6, 11]"
synthetic.student0163@mathsy.synthetic,0.4686,english,Synthetic Student 163 (E Level),Flexible Learner,kertas1,"[10, 7, 12, 9]",STU-SYN0163,163,E,41.96,14925,"[14, 15, 6, 17]"
synthetic.student0164@mathsy.synthetic,0.6072,english,Synthetic Student 164 (C+ Level),Deep Focus Learner,kertas1,"[14, 3, 13]",STU-SYN0164,164,C+,55.25,14926,"[16, 5, 11, 2]"
synthetic.student0165@mathsy.synthetic,0.7218,english,Synthetic Student 165 (B+ Level),Weekend Learner,kertas1,"[10, 12, 4]",STU-SYN0165,165,B+,66.13,14927,"[3, 16, 15, 1, 17]"
synthetic.student0166@mathsy.synthetic,0.7019,english,Synthetic Student 166 (B+ Level),Weekend Learner,kertas2,"[17, 6, 12, 5]",STU-SYN0166,166,B+,65.37,14928,"[2, 4, 1]"
synthetic.student0167@mathsy.synthetic,0.5761,bm,Synthetic Student 167 (C Level),Flexible Learner,kertas1,"[11, 18, 3, 5]",STU-SYN0167,167,C,50.9,14929,"[8, 15, 10, 13, 4]"
synthetic.student0168@mathsy.synthetic,0.4427,bm,Synthetic Student 168 (G Level),Weekend Learner,kertas2,"[8, 14, 17]",STU-SYN0168,168,G,39.24,14930,"[3, 10, 2, 15]"
synthetic.student0169@mathsy.synthetic,0.8582,bm,Synthetic Student 169 (A Level),Consistent Climber,kertas1,"[7, 15, 16, 4]",STU-SYN0169,169,A,84.48,14931,"[5, 12, 13, 6]"
synthetic.student0170@mathsy.synthetic,0.6998,bm,Synthetic Student 170 (B Level),Deep Focus Learner,kertas1,"[1, 8, 17, 2]",STU-SYN0170,170,B,61.75,14932,"[12, 7, 13, 14, 11]"
synthetic.student0171@mathsy.synthetic,0.5971,bm,Synthetic Student 171 (C+ Level),Flexible Learner,kertas2,"[2, 8, 4, 10]",STU-SYN0171,171,C+,56.18,14933,"[18, 3, 13]"
synthetic.student0172@mathsy.synthetic,0.6318,english,Synthetic Student 172 (C+ Level),Deep Focus Learner,kertas2,"[15, 6, 17]",STU-SYN0172,172,C+,58.18,14934,"[13, 9, 8, 2]"
synthetic.student0173@mathsy.synthetic,0.7174,english,Synthetic Student 173 (B+ Level),Deep Focus Learner,kertas1,"[16, 17, 18]",STU-SYN0173,173,B+,67.52,14935,"[11, 1, 2]"
synthetic.student0174@mathsy.synthetic,0.7147,english,Synthetic Student 174 (A- Level),Flexible Learner,kertas1,"[12, 7, 6]",STU-SYN0174,174,A-,70.28,14936,"[13, 3]"
synthetic.student0175@mathsy.synthetic,0.6118,bm,Synthetic Student 175 (C+ Level),Flexible Learner,kertas2,"[10, 4, 6]",STU-SYN0175,175,C+,56.78,14937,"[11, 2, 15, 18]"
synthetic.student0176@mathsy.synthetic,0.6641,english,Synthetic Student 176 (C+ Level),Weekend Learner,kertas1,"[18, 1, 3]",STU-SYN0176,176,C+,58.14,14938,"[11, 17, 15, 6, 14]"
synthetic.student0177@mathsy.synthetic,0.5731,english,Synthetic Student 177 (C Level),Weekend Learner,kertas2,"[14, 7, 11, 9]",STU-SYN0177,177,C,53.96,14939,"[8, 18, 3, 16]"
synthetic.student0178@mathsy.synthetic,0.7288,bm,Synthetic Student 178 (B+ Level),Weekend Learner,mixed,"[17, 6, 10, 4]",STU-SYN0178,178,B+,67.21,14940,"[14, 3, 5, 13, 18]"
synthetic.student0179@mathsy.synthetic,0.6008,english,Synthetic Student 179 (C+ Level),Flexible Learner,kertas1,"[11, 17, 9, 6]",STU-SYN0179,179,C+,59.11,14941,"[1, 2]"
synthetic.student0180@mathsy.synthetic,0.4488,english,Synthetic Student 180 (E Level),Weekend Learner,kertas1,"[7, 2, 17]",STU-SYN0180,180,E,42.17,14942,"[6, 8, 14, 3]"
synthetic.student0181@mathsy.synthetic,0.7827,english,Synthetic Student 181 (A Level),High Achiever,kertas1,"[12, 7, 17]",STU-SYN0181,181,A,82.73,14943,"[13, 15, 10]"
synthetic.student0182@mathsy.synthetic,0.7719,english,Synthetic Student 182 (A- Level),Deep Focus Learner,kertas2,"[12, 4, 13, 3]",STU-SYN0182,182,A-,76.44,14944,"[2, 17]"
synthetic.student0183@mathsy.synthetic,0.4503,bm,Synthetic Student 183 (E Level),Weekend Learner,kertas1,"[12, 9, 16, 1]",STU-SYN0183,183,E,41.89,14945,"[14, 3, 5]"
synthetic.student0184@mathsy.synthetic,0.6089,english,Synthetic Student 184 (C+ Level),Consistent Climber,kertas2,"[17, 16]",STU-SYN0184,184,C+,59.39,14946,"[8, 3, 10, 5, 4]"
synthetic.student0185@mathsy.synthetic,0.7152,english,Synthetic Student 185 (A- Level),Consistent Climber,kertas2,"[4, 2, 13]",STU-SYN0185,185,A-,72.3,14947,"[12, 7]"
synthetic.student0186@mathsy.synthetic,0.5196,english,Synthetic Student 186 (C Level),Deep Focus Learner,kertas2,"[5, 10, 17]",STU-SYN0186,186,C,50.12,14948,"[4, 6]"
synthetic.student0187@mathsy.synthetic,0.6073,english,Synthetic Student 187 (C+ Level),Deep Focus Learner,kertas2,"[13, 6, 16]",STU-SYN0187,187,C+,57.26,14949,"[15, 8, 9]"
synthetic.student0188@mathsy.synthetic,0.6142,english,Synthetic Student 188 (B Level),Consistent Climber,kertas1,"[18, 3, 13]",STU-SYN0188,188,B,62.25,14950,"[8, 4, 14, 15]"
synthetic.student0189@mathsy.synthetic,0.7721,bm,Synthetic Student 189 (A- Level),Flexible Learner,mixed,"[5, 1, 12]",STU-SYN0189,189,A-,74.75,14951,"[16, 15, 18]"
synthetic.student0190@mathsy.synthetic,0.897,english,Synthetic Student 190 (A+ Level),High Achiever,kertas2,"[1, 6]",STU-SYN0190,190,A+,91.79,14952,"[2, 10, 12, 13]"
synthetic.student0191@mathsy.synthetic,0.5806,english,Synthetic Student 191 (C Level),Flexible Learner,kertas1,"[17, 4, 8]",STU-SYN0191,191,C,53.73,14953,"[12, 6, 9, 11, 7]"
synthetic.student0192@mathsy.synthetic,0.473,english,Synthetic Student 192 (E Level),Flexible Learner,kertas2,"[17, 5, 13]",STU-SYN0192,192,E,44.43,14954,"[1, 10, 15, 2]"
synthetic.student0193@mathsy.synthetic,0.5975,english,Synthetic Student 193 (B Level),Consistent Climber,kertas1,"[10, 14, 3, 13]",STU-SYN0193,193,B,61.75,14955,"[17, 1, 16]"
synthetic.student0194@mathsy.synthetic,0.6758,bm,Synthetic Student 194 (B Level),Flexible Learner,kertas1,"[13, 9, 11, 3]",STU-SYN0194,194,B,61.6,14956,"[12, 15, 14, 18, 5]"
synthetic.student0195@mathsy.synthetic,0.5108,bm,Synthetic Student 195 (E Level),Weekend Learner,mixed,"[18, 12, 1, 4]",STU-SYN0195,195,E,43.07,14957,"[6, 13, 10, 7, 2]"
synthetic.student0196@mathsy.synthetic,0.5857,english,Synthetic Student 196 (E Level),Fresh Starter,mixed,"[5, 18]",STU-SYN0196,196,E,41.5,14958,"[15, 17, 16, 13, 3]"
synthetic.student0197@mathsy.synthetic,0.6966,english,Synthetic Student 197 (B+ Level),Consistent Climber,mixed,"[14, 8, 2]",STU-SYN0197,197,B+,68.25,14959,"[7, 1, 15, 16]"
synthetic.student0198@mathsy.synthetic,0.5573,english,Synthetic Student 198 (D Level),Flexible Learner,mixed,"[9, 10, 1]",STU-SYN0198,198,D,49.92,14960,"[2, 16, 13, 18, 15]"
synthetic.student0199@mathsy.synthetic,0.5126,english,Synthetic Student 199 (D Level),Deep Focus Learner,kertas1,"[12, 2, 14, 17]",STU-SYN0199,199,D,45.62,14961,"[18, 10, 7]"
synthetic.student0200@mathsy.synthetic,0.3618,english,Synthetic Student 200 (G Level),Fresh Starter,kertas1,"[7, 11, 14, 16]",STU-SYN0200,200,G,25,14962,"[15, 13, 18, 1]"
synthetic.student0201@mathsy.synthetic,0.4877,english,Synthetic Student 201 (E Level),Weekend Learner,kertas2,"[5, 4, 6]",STU-SYN0201,201,E,41.88,14963,"[15, 1, 17, 12, 18]"
synthetic.student0202@mathsy.synthetic,0.5258,bm,Synthetic Student 202 (C Level),Deep Focus Learner,mixed,"[4, 8, 13, 1]",STU-SYN0202,202,C,51.76,14964,"[6, 18]"
synthetic.student0203@mathsy.synthetic,0.7,bm,Synthetic Student 203 (B+ Level),Deep Focus Learner,kertas2,"[17, 13, 10, 5]",STU-SYN0203,203,B+,67.62,14965,"[6, 3, 9, 12]"
synthetic.student0204@mathsy.synthetic,0.322,english,Synthetic Student 204 (G Level),Fresh Starter,kertas1,"[7, 2, 13]",STU-SYN0204,204,G,25,14966,"[8, 6, 11]"
synthetic.student0205@mathsy.synthetic,0.4914,bm,Synthetic Student 205 (G Level),Fresh Starter,mixed,"[18, 13, 1]",STU-SYN0205,205,G,36.42,14967,"[9, 4, 8, 12]"
synthetic.student0206@mathsy.synthetic,0.6841,english,Synthetic Student 206 (B+ Level),Weekend Learner,kertas1,"[7, 16]",STU-SYN0206,206,B+,68.95,14968,"[4, 1]"
synthetic.student0207@mathsy.synthetic,0.6192,english,Synthetic Student 207 (B Level),Flexible Learner,kertas1,"[8, 2]",STU-SYN0207,207,B,62.52,14969,"[15, 3]"
synthetic.student0208@mathsy.synthetic,0.6261,english,Synthetic Student 208 (B Level),Deep Focus Learner,mixed,"[1, 15, 2, 13]",STU-SYN0208,208,B,61.29,14970,"[7, 3]"
synthetic.student0209@mathsy.synthetic,0.5919,bm,Synthetic Student 209 (C Level),Deep Focus Learner,mixed,"[3, 10]",STU-SYN0209,209,C,53.9,14971,"[4, 9, 2, 1]"
synthetic.student0210@mathsy.synthetic,0.4752,bm,Synthetic Student 210 (D Level),Weekend Learner,kertas1,"[18, 11, 14]",STU-SYN0210,210,D,46.28,14972,"[1, 13, 5]"
synthetic.student0211@mathsy.synthetic,0.7763,english,Synthetic Student 211 (A- Level),Consistent Climber,kertas1,"[12, 10, 17, 5]",STU-SYN0211,211,A-,79.11,14973,"[6, 14, 11, 15]"
synthetic.student0212@mathsy.synthetic,0.5234,bm,Synthetic Student 212 (E Level),Flexible Learner,kertas2,"[12, 11, 8]",STU-SYN0212,212,E,43.96,14974,"[10, 17, 18, 6, 16]"
synthetic.student0213@mathsy.synthetic,0.6734,bm,Synthetic Student 213 (B+ Level),Weekend Learner,mixed,"[7, 5, 14]",STU-SYN0213,213,B+,65.31,14975,"[11, 17]"
synthetic.student0214@mathsy.synthetic,0.8053,english,Synthetic Student 214 (A Level),Consistent Climber,kertas1,"[9, 5, 3]",STU-SYN0214,214,A,80.35,14976,"[15, 16, 1, 7, 8]"
synthetic.student0215@mathsy.synthetic,0.8575,english,Synthetic Student 215 (A Level),Consistent Climber,kertas2,"[17, 11, 16, 5]",STU-SYN0215,215,A,87.66,14977,"[18, 4, 12]"
synthetic.student0216@mathsy.synthetic,0.6422,english,Synthetic Student 216 (B+ Level),Consistent Climber,kertas1,"[2, 5, 7, 4]",STU-SYN0216,216,B+,68.98,14978,"[11, 12]"
synthetic.student0217@mathsy.synthetic,0.6943,english,Synthetic Student 217 (A- Level),Consistent Climber,kertas1,"[16, 12]",STU-SYN0217,217,A-,71.33,14979,"[15, 17]"
synthetic.student0218@mathsy.synthetic,0.5438,bm,Synthetic Student 218 (C Level),Deep Focus Learner,mixed,"[6, 17, 3]",STU-SYN0218,218,C,50.86,14980,"[12, 16, 7, 2]"
synthetic.student0219@mathsy.synthetic,0.4007,english,Synthetic Student 219 (G Level),Fresh Starter,kertas1,"[15, 14, 10]",STU-SYN0219,219,G,28.3,14981,"[11, 17]"
synthetic.student0220@mathsy.synthetic,0.5764,english,Synthetic Student 220 (C Level),Weekend Learner,kertas1,"[1, 16, 5]",STU-SYN0220,220,C,54.04,14982,"[10, 6, 12, 17]"
synthetic.student0221@mathsy.synthetic,0.5322,english,Synthetic Student 221 (G Level),Fresh Starter,kertas1,"[16, 15, 14]",STU-SYN0221,221,G,37.9,14983,"[11, 12, 8, 18, 2]"
synthetic.student0222@mathsy.synthetic,0.9083,bm,Synthetic Student 222 (A+ Level),High Achiever,kertas1,"[11, 8]",STU-SYN0222,222,A+,95.4,14984,"[15, 9]"
synthetic.student0223@mathsy.synthetic,0.4643,bm,Synthetic Student 223 (E Level),Weekend Learner,kertas1,"[18, 4, 17, 5]",STU-SYN0223,223,E,42.63,14985,"[16, 15]"
synthetic.student0224@mathsy.synthetic,0.7808,english,Synthetic Student 224 (A- Level),Deep Focus Learner,mixed,"[15, 10, 6]",STU-SYN0224,224,A-,73.36,14986,"[5, 14, 12]"
synthetic.student0225@mathsy.synthetic,0.6286,english,Synthetic Student 225 (C+ Level),Flexible Learner,mixed,"[5, 7, 2]",STU-SYN0225,225,C+,57.66,14987,"[11, 17, 9, 18]"
synthetic.student0226@mathsy.synthetic,0.5017,bm,Synthetic Student 226 (D Level),Deep Focus Learner,kertas1,"[15, 18, 12]",STU-SYN0226,226,D,46.51,14988,"[16, 17, 5]"
synthetic.student0227@mathsy.synthetic,0.53,english,Synthetic Student 227 (D Level),Weekend Learner,kertas1,"[4, 16, 17, 3]",STU-SYN0227,227,D,47.46,14989,"[12, 9, 8, 15]"
synthetic.student0228@mathsy.synthetic,0.3857,bm,Synthetic Student 228 (G Level),Fresh Starter,mixed,"[17, 15, 9]",STU-SYN0228,228,G,25,14990,"[10, 1, 13, 16, 2]"
synthetic.student0229@mathsy.synthetic,0.4962,bm,Synthetic Student 229 (E Level),Flexible Learner,mixed,"[7, 2]",STU-SYN0229,229,E,44.56,14991,"[14, 17, 9, 4]"
synthetic.student0230@mathsy.synthetic,0.5288,english,Synthetic Student 230 (D Level),Weekend Learner,kertas2,"[3, 11, 1, 8]",STU-SYN0230,230,D,46.89,14992,"[12, 16, 4, 10]"
synthetic.student0231@mathsy.synthetic,0.7719,english,Synthetic Student 231 (A- Level),Deep Focus Learner,kertas2,"[15, 11, 13]",STU-SYN0231,231,A-,75.62,14993,"[12, 7]"
synthetic.student0232@mathsy.synthetic,0.5781,bm,Synthetic Student 232 (C+ Level),Weekend Learner,kertas1,"[13, 17]",STU-SYN0232,232,C+,57.21,14994,"[12, 16]"
synthetic.student0233@mathsy.synthetic,0.8249,english,Synthetic Student 233 (A Level),Consistent Climber,mixed,"[16, 14, 15]",STU-SYN0233,233,A,87.39,14995,"[6, 4]"
synthetic.student0234@mathsy.synthetic,0.8015,bm,Synthetic Student 234 (A Level),High Achiever,kertas2,"[15, 17]",STU-SYN0234,234,A,82.8,14996,"[4, 16]"
synthetic.student0235@mathsy.synthetic,0.7199,english,Synthetic Student 235 (B+ Level),Flexible Learner,kertas2,"[8, 12, 5, 4]",STU-SYN0235,235,B+,65.96,14997,"[16, 15, 17, 7, 2]"
synthetic.student0236@mathsy.synthetic,0.8048,english,Synthetic Student 236 (A- Level),Consistent Climber,kertas2,"[8, 10, 18]",STU-SYN0236,236,A-,78.55,14998,"[15, 7, 16, 14, 3]"
synthetic.student0237@mathsy.synthetic,0.5919,english,Synthetic Student 237 (C Level),Weekend Learner,kertas2,"[3, 9]",STU-SYN0237,237,C,51.09,14999,"[6, 8, 11, 18, 5]"
synthetic.student0238@mathsy.synthetic,0.7075,english,Synthetic Student 238 (B+ Level),Deep Focus Learner,mixed,"[18, 8]",STU-SYN0238,238,B+,66.74,15000,"[15, 16, 13]"
synthetic.student0239@mathsy.synthetic,0.4559,english,Synthetic Student 239 (G Level),Weekend Learner,mixed,"[14, 12, 5, 2]",STU-SYN0239,239,G,39.93,15001,"[13, 3, 11, 8, 15]"
synthetic.student0240@mathsy.synthetic,0.5943,bm,Synthetic Student 240 (C+ Level),Flexible Learner,mixed,"[3, 10]",STU-SYN0240,240,C+,55.33,15002,"[6, 13, 12, 4]"
synthetic.student0241@mathsy.synthetic,0.581,bm,Synthetic Student 241 (C+ Level),Flexible Learner,mixed,"[4, 16, 12]",STU-SYN0241,241,C+,57.17,15003,"[7, 6, 17]"
synthetic.student0242@mathsy.synthetic,0.4298,bm,Synthetic Student 242 (G Level),Fresh Starter,kertas2,"[12, 2]",STU-SYN0242,242,G,31.57,15004,"[5, 10]"
synthetic.student0243@mathsy.synthetic,0.3018,english,Synthetic Student 243 (G Level),Fresh Starter,kertas1,"[17, 4]",STU-SYN0243,243,G,25,15005,"[14, 11, 13, 3, 12]"
synthetic.student0244@mathsy.synthetic,0.6898,english,Synthetic Student 244 (B Level),Deep Focus Learner,kertas1,"[2, 11, 10, 5]",STU-SYN0244,244,B,64.59,15006,"[9, 1, 3]"
synthetic.student0245@mathsy.synthetic,0.696,english,Synthetic Student 245 (A- Level),Consistent Climber,mixed,"[10, 5, 8]",STU-SYN0245,245,A-,74.18,15007,"[7, 6]"
synthetic.student0246@mathsy.synthetic,0.7548,english,Synthetic Student 246 (A- Level),Flexible Learner,kertas2,"[11, 4, 17, 12]",STU-SYN0246,246,A-,71.51,15008,"[10, 15, 6, 16, 1]"
synthetic.student0247@mathsy.synthetic,0.6645,english,Synthetic Student 247 (B+ Level),Consistent Climber,mixed,"[1, 6, 18, 3]",STU-SYN0247,247,B+,65.46,15009,"[11, 8, 9, 13, 10]"
synthetic.student0248@mathsy.synthetic,0.6165,english,Synthetic Student 248 (B Level),Flexible Learner,mixed,"[7, 3, 4]",STU-SYN0248,248,B,60.18,15010,"[10, 17]"
synthetic.student0249@mathsy.synthetic,0.5093,bm,Synthetic Student 249 (D Level),Weekend Learner,kertas1,"[13, 11, 12, 17]",STU-SYN0249,249,D,49.03,15011,"[10, 1]"
synthetic.student0250@mathsy.synthetic,0.3568,bm,Synthetic Student 250 (G Level),Fresh Starter,mixed,"[14, 10, 5]",STU-SYN0250,250,G,25,15012,"[8, 4, 3]"
synthetic.student0251@mathsy.synthetic,0.6986,english,Synthetic Student 251 (A- Level),Consistent Climber,kertas1,"[12, 17, 1, 10]",STU-SYN0251,251,A-,71.86,15013,"[5, 2, 4]"
synthetic.student0252@mathsy.synthetic,0.5059,english,Synthetic Student 252 (D Level),Flexible Learner,mixed,"[12, 1, 11]",STU-SYN0252,252,D,46.69,15014,"[10, 9, 5]"
synthetic.student0253@mathsy.synthetic,0.5363,english,Synthetic Student 253 (D Level),Deep Focus Learner,kertas1,"[1, 12]",STU-SYN0253,253,D,48.68,15015,"[10, 3, 5, 9]"
synthetic.student0254@mathsy.synthetic,0.9429,english,Synthetic Student 254 (A+ Level),High Achiever,mixed,"[8, 18, 1]",STU-SYN0254,254,A+,94.52,15016,"[10, 2, 4, 7, 11]"
synthetic.student0255@mathsy.synthetic,0.7933,english,Synthetic Student 255 (A- Level),Deep Focus Learner,mixed,"[3, 15, 10]",STU-SYN0255,255,A-,77.55,15017,"[12, 1]"
synthetic.student0256@mathsy.synthetic,0.5584,english,Synthetic Student 256 (C Level),Weekend Learner,mixed,"[2, 18]",STU-SYN0256,256,C,51.08,15018,"[17, 10]"
synthetic.student0257@mathsy.synthetic,0.8818,english,Synthetic Student 257 (A Level),High Achiever,mixed,"[15, 17, 13, 6]",STU-SYN0257,257,A,86.65,15019,"[18, 10, 8, 12, 3]"
synthetic.student0258@mathsy.synthetic,0.7071,english,Synthetic Student 258 (A- Level),Consistent Climber,kertas1,"[11, 12]",STU-SYN0258,258,A-,73.84,15020,"[18, 1]"
synthetic.student0259@mathsy.synthetic,0.8689,bm,Synthetic Student 259 (A+ Level),High Achiever,kertas1,"[1, 4, 18, 14]",STU-SYN0259,259,A+,92.56,15021,"[12, 10]"
synthetic.student0260@mathsy.synthetic,0.6331,bm,Synthetic Student 260 (B Level),Flexible Learner,kertas1,"[16, 9, 10]",STU-SYN0260,260,B,60.55,15022,"[17, 3, 1]"
synthetic.student0261@mathsy.synthetic,0.5102,english,Synthetic Student 261 (D Level),Weekend Learner,kertas1,"[16, 1, 18, 13]",STU-SYN0261,261,D,49.55,15023,"[7, 10]"
synthetic.student0262@mathsy.synthetic,0.7011,english,Synthetic Student 262 (B+ Level),Flexible Learner,mixed,"[3, 5, 1, 9]",STU-SYN0262,262,B+,67.39,15024,"[8, 7, 4, 16]"
synthetic.student0263@mathsy.synthetic,0.43,english,Synthetic Student 263 (G Level),Weekend Learner,kertas1,"[16, 13]",STU-SYN0263,263,G,37.46,15025,"[2, 5, 12, 17, 8]"
synthetic.student0264@mathsy.synthetic,0.5304,bm,Synthetic Student 264 (E Level),Fresh Starter,kertas2,"[8, 11]",STU-SYN0264,264,E,42.12,15026,"[4, 16, 10]"
synthetic.student0265@mathsy.synthetic,0.7098,english,Synthetic Student 265 (A- Level),Consistent Climber,kertas1,"[9, 6]",STU-SYN0265,265,A-,72.92,15027,"[3, 1, 11]"
synthetic.student0266@mathsy.synthetic,0.4985,bm,Synthetic Student 266 (E Level),Deep Focus Learner,kertas1,"[14, 8, 1]",STU-SYN0266,266,E,43.37,15028,"[2, 18, 7, 15]"
synthetic.student0267@mathsy.synthetic,0.5524,bm,Synthetic Student 267 (C Level),Flexible Learner,kertas1,"[16, 3, 8]",STU-SYN0267,267,C,53.58,15029,"[2, 4, 15, 9, 10]"
